id,width,height,ionizationclass,FluxCompensation,pressure,karma,modulation,configuration_log_ID,weight_in_kg,weight_in_g,error,error_type,Quality,reflectionScore,distortion,nicesness,smartness,multideminsionality,roughness
1,137.419168942933,44.3262178963675,C,IV,103.937206964033,976.538992554311,98.3094375023476,1,837068.270898142,837068270.898142,no,None,95.4891375019406,703.193050986321,49.6663608904977,139.49683715323,2964.21700191452,no,123.202181487769
2,98.7060365720782,41.6195307129522,A,II,101.177876896332,1031.8068263046,102.748067906475,2,435504.324849189,435504324.849189,no,None,98.262642305436,663.936149487465,52.8263104710621,100.380138214686,2733.29836899133,yes,111.040858490382
3,117.262568226747,41.4210883985115,A,III,99.3819560672096,840.24666821469,99.4513538461117,3,599570.696236391,599570696.23639,no,None,98.472489066267,674.814037311586,51.9674227147842,115.995772283538,2716.27996501583,no,138.43957099436
4,122.657252099221,41.2023084338638,A,I,101.833663779454,964.391122452487,101.022948124063,4,649889.744139562,649889744.139562,no,None,97.1070225360198,661.281569455869,47.6268231768875,121.383895469377,2694.88352305389,no,125.93983055449
5,118.08536646282,43.4184851271647,C,I,95.2463042652018,859.331870406817,97.6985028830994,5,605444.4039973,605444403.9973,no,None,92.9942352098845,684.026152165023,47.4202374117359,118.633440335351,2885.26025667498,no,135.123612731071
6,107.87750967817,38.7547054533568,B,I,106.082178979772,1011.50462649933,104.460272260722,6,451021.016206282,451021016.206282,no,None,93.5987000177081,643.937218325346,50.6849843095974,112.678651684219,2503.03881044454,no,111.291784524176
7,140.230439948779,43.5435689091958,A,III,98.4984258440514,1007.29146208589,98.2407244520132,7,886277.707810952,886277707.810951,no,None,97.7968381157991,703.96013393063,51.7506203988702,136.692406132046,2896.8994141724,no,127.030661891688
8,108.106819231738,39.4240516234679,A,III,101.731097971828,906.123497524092,92.1887615692573,8,490763.193519073,490763193.519073,no,None,97.3301797465473,741.151625371148,49.6104215450926,104.475123000886,2552.65633652625,no,109.167910101085
9,150.368474277541,43.7831517619988,B,II,104.159571881251,999.234359064464,96.7936832526188,9,989975.895261101,989975895.261101,yes,severe,94.1517412399459,765.972444177324,48.261987248879,151.46366369165,2915.27165974072,no,131.147077842567
10,108.745718018952,41.6443331369081,B,III,98.7646291613065,1177.18896974809,104.664262368047,10,492480.669386405,492480669.386405,yes,minor,97.6283986030265,690.518925829004,49.8823258974005,113.493850113045,2737.69081914635,no,127.803829433326
11,136.09739308447,45.4088093671687,B,III,101.99470255797,1050.03612026714,97.3769916008637,11,841095.140891025,841095140.891025,no,None,96.7413928709938,742.705236691808,49.1129173874535,137.844674416408,3062.61415438143,no,135.490406313067
12,155.732907854022,39.4269877707551,C,II,98.8816981620711,1037.42771366374,99.3056594294127,12,956223.427538705,956223427.538705,no,None,97.8140883255324,686.082478109138,46.7785635468888,155.996036808206,2554.50752318814,yes,132.761390840531
13,82.2227859777532,41.0088768629722,C,I,103.371748268617,1168.67416759308,100.720877893645,13,277254.285398367,277254285.398367,no,None,95.7503754089957,715.484078408579,50.0722597064173,81.4078257991897,2680.52321308865,yes,135.860573585425
14,104.424224663653,42.4305508810013,A,IV,98.8331791239538,1004.10140553055,100.495036945094,14,492690.175058748,492690175.058748,no,None,98.2786144859712,734.852148402425,50.5641286165272,102.818353584308,2801.58001589644,no,125.071887479434
15,107.333573272127,42.5801477364866,A,I,90.0873249151748,1149.19250231255,100.608387654611,15,520554.72056094,520554720.56094,no,None,89.2954201511673,672.725525948397,54.5942633687008,105.953349195806,2815.43308907201,yes,125.288076473999
16,122.719007961401,39.1513584913321,C,IV,102.876274095388,1131.83407703771,100.731406087741,16,589627.944793592,589627944.793592,no,None,95.6164773743156,689.976282717031,52.974214043402,122.23855206161,2531.93706866923,no,150.887168312169
17,104.314941571679,41.8267878334646,A,III,102.849737026775,1104.73223320928,99.9223708287107,17,485153.751889952,485153751.889952,no,None,96.4653304799287,627.401557592836,48.1774760972801,106.20763547498,2744.74377735672,yes,116.355414965051
18,56.8708915819045,38.9036861720349,B,II,103.996507890224,1131.85329407685,100.984027803283,18,125835.328451292,125835328.451292,no,None,95.9098312781777,694.480073546814,52.214813020159,58.4260658877038,2511.25215265544,no,148.84560870511
19,61.1906614284896,43.0861840634651,A,I,100.393946022616,951.874168071325,100.073596428547,19,191335.970863918,191335970.863918,no,None,99.4866607127525,681.055550468281,49.9830257345795,57.6422953261234,2858.84455332091,no,118.02381652761
20,136.402266914604,40.9767762912179,B,I,101.013475120844,1023.18627524585,96.7294985415616,20,762408.332119932,762408332.119932,yes,critical,98.3818587300534,742.578151005656,54.4847904860917,138.844076385709,2679.60385413413,no,121.807319659834
21,103.867228118431,42.7281809557029,A,III,103.111909917397,1037.73477416441,97.77546550486,21,490978.401093893,490978401.093893,yes,critical,96.2640782921273,728.080042578452,50.3370375153962,103.544037765716,2825.21851926599,yes,131.875473396516
22,74.3738313204,44.2185471250554,C,I,98.590021895312,1174.13370468921,104.184039619814,22,244601.908001895,244601908.001895,no,None,98.1467567083386,714.859166059611,52.0416294406478,77.0126234763364,2957.69089703832,no,131.35452915352
23,106.561652884808,42.3572744264159,B,I,100.181988370013,875.100661073472,98.0760798902867,23,480995.775552091,480995775.552091,no,None,98.2471824515475,699.420497170062,51.1198718820221,107.991725396453,2794.04247710888,no,140.222807511237
24,134.293493983452,43.6197873884522,A,IV,100.660544782225,958.974340561646,100.776849479205,24,816682.176096265,816682176.096265,no,None,99.2558413964602,712.614545531005,50.8091828857138,134.808615422842,2904.69498514628,yes,125.845525004318
25,147.903869225299,41.8107452532203,B,I,99.6283049415357,1024.25974926341,97.1262597670563,25,914643.786724235,914643786.724235,yes,critical,99.236344641017,708.737914468931,47.7951997324093,146.843346022086,2746.67128479189,no,131.696812635598
26,101.390617367876,42.0714958057844,A,II,99.8439696001411,887.791691523584,103.342987467476,26,462507.709859424,462507709.859424,no,None,99.707715553983,696.165791000203,51.4002988225365,102.029109398725,2770.7532074749,yes,110.458964055469
27,104.854612344621,43.1209250740799,A,III,98.2418697792233,1007.24812388187,101.258595266719,27,504104.137694396,504104137.694396,no,None,96.6199945257544,685.492328561836,48.7280141890633,106.568244430884,2856.9367930817,no,112.409821532072
28,74.7367382961044,42.0627878681876,B,IV,104.758371780645,1030.28833616104,100.783019504853,28,234954.454448005,234954454.448005,yes,severe,94.9161234276666,681.911468935474,51.7697594504356,75.0376780153198,2770.71869088332,no,131.385936195005
29,119.201947096625,41.3526783745299,A,II,99.6035914260458,1047.73593036011,97.6980280328182,29,617594.196427642,617594196.427642,no,None,99.0195824417398,690.188228507503,48.7863805005365,119.932757247633,2709.14186690356,yes,136.540242200002
30,97.2001024807976,39.9737788352794,C,IV,98.8005020387665,860.994449312162,97.2304564212457,30,377676.890572283,377676890.572283,no,None,98.0896556319189,715.623532324874,50.581014968162,94.8552521546223,2599.58226871878,yes,131.204041469489
31,119.109002464824,44.0003332443877,A,III,101.593592013554,878.721214997526,104.603564282222,31,654240.613591737,654240613.591737,no,None,96.6881508031009,766.154876932238,48.429286458584,124.047931408101,2938.10661000364,no,127.831098773556
32,124.096746744576,45.9481065205877,B,IV,98.6280241338587,953.087937861725,106.262517258499,32,707609.351409763,707609351.409763,yes,severe,98.3343008934604,700.297941444413,48.3460380860238,123.041573891455,3113.27354376781,yes,145.991016065924
33,130.702070439398,43.9174418078201,B,I,96.734143329616,932.473504048688,100.145912637326,33,750253.066038008,750253066.038008,yes,critical,96.686692457492,674.095830656984,53.91324813029,128.937751158006,2926.28063524426,yes,126.425949111421
34,97.8214724918558,44.0851934416174,C,I,100.949110497294,976.017821613142,99.1450072153365,34,421864.454901456,421864454.901456,no,None,98.8870573116699,689.570001391889,50.3777290413942,96.5598602011981,2943.03771713868,yes,154.902628056497
35,120.099102465959,40.7625151825417,A,I,100.338884736284,1105.46610596007,100.781994119602,35,617960.166320628,617960166.320628,no,None,98.5940705835272,711.338562011605,46.8920428530038,118.514224744228,2661.64378455002,no,128.385113470255
36,75.6598264185332,42.2230668299504,B,III,97.9923983869301,932.750883153554,98.6587901596774,36,241711.087235971,241711087.235971,yes,minor,97.537706001423,771.515595927768,52.1976882567243,76.4462774417336,2782.19080557314,no,124.955467093633
37,94.3108198324101,42.2093270529125,B,III,100.24036296389,1052.06873577708,98.2584310684734,37,375441.860687649,375441860.687649,yes,severe,99.5858139729221,700.746913501903,51.6816794851696,96.3559614057989,2779.40406952465,yes,136.644222889799
38,92.9818481164696,43.1970129870298,A,III,99.0491505083921,980.919466779447,100.382690623843,38,403473.301889547,403473301.889547,no,None,97.9641934141454,681.815761113509,48.3410920978214,90.8378337788312,2865.83413501526,no,131.443840809861
39,61.7158470010674,41.3693939179104,C,I,97.1495847528968,841.844309983347,107.157219774674,39,157578.570560771,157578570.560771,no,None,96.570365907589,725.655663916266,50.3822965266626,61.9384261218714,2711.86998893202,yes,119.645286430059
40,110.722452137845,40.4001688855094,A,I,94.6103717190816,937.394693569867,101.585043497815,40,525296.132466208,525296132.466208,no,None,94.3090033841225,664.906157133808,54.4011343428132,109.991266423785,2631.04009698069,yes,115.516191788604
41,114.119972004005,41.7212274735764,B,I,95.3328353000704,944.111464015895,99.0696523867812,41,543360.784436793,543360784.436793,yes,minor,94.4914633630098,721.35181931272,49.0442777175436,117.539819773957,2742.61480993449,no,153.543287931957
42,102.778854029027,47.6296550180809,C,I,96.6215792974775,890.422176151324,93.786846819276,42,503144.942224623,503144942.224623,no,None,95.6993350052195,703.812361445438,51.2992735022844,106.083321476473,3268.52046982715,yes,122.653156563987
43,125.16326471399,41.3056419370766,C,II,98.8845724590509,1025.79425818487,101.103570604569,43,647097.850076796,647097850.076796,no,None,97.5398304887149,669.34939583384,50.7025358536713,125.502172053927,2706.97752903336,no,138.866276125365
44,95.4659034584685,43.9731665032151,C,IV,96.9617378644184,1026.12209821875,107.042703945704,44,400771.989873577,400771989.873577,no,None,95.0399287522718,746.282321499685,49.6535789101543,92.5170783492174,2932.61193573066,no,136.949500483824
45,82.6343791116141,38.633763502943,A,IV,98.895904807065,874.267586640037,107.103580609834,45,293817.691323016,293817691.323016,no,None,97.6014488332399,699.24199100495,52.1996038793366,81.7355970683505,2492.26338198663,yes,143.095815324669
46,118.656360517774,47.9363477705588,B,I,99.8825253611829,928.496112548221,95.01724251026,46,674921.477049789,674921477.049789,yes,minor,99.3657279724173,725.456112455143,48.3016403692112,119.230217757614,3302.14723341607,yes,119.157517095719
47,93.7721364762666,39.067014790962,A,I,97.5034737901258,975.493647006401,100.619813720316,47,373533.609517032,373533609.517032,no,None,97.3940414556906,733.629891050744,51.1625258441985,92.0053080828315,2525.79749163473,yes,130.508799463978
48,138.882025234425,42.2810206131927,C,III,107.25967121099,1004.98141186725,100.159127826749,48,815535.937919642,815535937.919642,no,None,92.6232521381362,727.317059058569,52.5080964379095,142.875180551488,2784.65833035598,no,143.996069236594
49,101.371075947733,42.0887533507945,C,IV,106.142709809583,948.182046935704,97.254526255724,49,432515.98497056,432515984.97056,no,None,93.5335956858653,764.869927996496,50.8178677352779,98.4114954452383,2771.55118686859,yes,134.986521534306
50,123.112957668044,41.6391426685706,A,III,100.729720668144,968.135685233837,99.8067534342157,50,661126.114526447,661126114.526447,no,None,98.4517873538063,697.993391753612,47.8732997471844,119.651001485319,2732.54816979502,yes,119.406741906905
51,116.438505304079,38.7133993555946,A,IV,96.2002026308092,1079.60643705692,96.8257120879377,51,554882.944476309,554882944.476309,no,None,95.8804928374631,673.359635249235,46.1151829006841,117.024589135291,2500.73470321848,yes,132.038007943111
52,94.3232211823925,40.0258316923524,B,III,100.730085429904,1057.4521131133,97.886405444463,52,356115.197720465,356115197.720465,yes,critical,98.8705636535317,735.765339937633,47.3004415141631,91.6950673736628,2600.60081976404,yes,137.573675975481
53,141.51455039584,44.2196024446933,C,III,97.06244951778,1039.5155732028,99.8808377786115,53,885566.097984254,885566097.984254,no,None,95.5046082095942,660.511533466054,49.0080890236267,141.345030257131,2957.99550367534,yes,104.384434488639
54,122.857986114346,42.3184509710444,A,IV,103.801962481804,1071.83593056432,99.9419104327636,54,668767.496740749,668767496.740749,no,None,96.1552888895194,702.356070375471,50.5394184188056,123.360142464073,2791.65651126035,no,139.792525210746
55,111.795212931992,41.9057350703981,C,I,101.939827261512,966.090360889227,97.9687269282411,55,523753.338144529,523753338.14453,no,None,97.8051386970259,699.264132157683,55.5039414566237,113.878804274691,2755.85223186718,yes,126.551015554364
56,115.531014945829,42.6354155105011,A,I,101.418834166986,907.105151567501,103.530076486373,56,599082.348547001,599082348.547001,no,None,98.3363004651462,742.384815713096,49.7392301726897,115.423060940878,2819.43148844451,yes,126.527832998316
57,123.585776321105,42.3522018541517,C,III,105.141967987273,949.601410547032,98.1579119694893,57,646874.703853012,646874703.853012,no,None,94.3876854152264,737.540539112953,45.8749839310053,122.375144060391,2793.70849922381,no,132.900098213648
58,111.796657731582,42.3323829584778,A,IV,102.270708799603,915.674525690057,92.8951456424344,58,559100.809115405,559100809.115405,no,None,96.503375626017,675.647991669987,50.8921154239624,113.34444338325,2797.18216782334,no,128.710764439298
59,50.1381983369413,43.5624199504127,C,IV,103.233018387463,1156.81218659817,98.8425260538556,59,109518.240553278,109518240.553278,yes,minor,94.9805864135332,712.566295261535,50.7199881938457,47.655321446472,2897.80218085548,yes,139.340275993336
60,115.697659070613,43.2336563722568,C,IV,98.7198881333435,904.25758718129,102.697799556847,60,578732.109828073,578732109.828073,no,None,98.3985744027605,715.458956474735,52.6746132422911,116.390296433013,2867.40762811538,yes,135.527237940882
61,102.65530714518,44.6041985687585,B,I,104.285070082946,948.470112293559,96.363952359636,61,470052.977021743,470052977.021743,yes,critical,95.340122057097,685.790905445476,49.987961933306,103.25281272279,2991.71861160312,yes,135.112148794337
62,113.704611297312,41.8342378103783,B,I,98.3759164394592,1132.69020070579,102.720684697761,62,540873.263663359,540873263.663359,yes,minor,97.9784213705976,697.599924442476,48.2766302109864,112.590428324561,2751.67148167921,yes,132.078433629025
63,121.63647454731,42.6986622159275,C,III,99.138553843513,1033.6181467275,102.040237738438,63,631754.079978543,631754079.978543,no,None,99.0608700037416,694.560398870343,50.5877113740203,124.868936463775,2821.81948689316,yes,123.172675207038
64,137.994736545854,37.6759731197881,B,II,104.822774322559,911.732078115273,96.4197498088028,64,717456.88335503,717456883.35503,no,None,94.5318930401264,716.962134223267,50.1514131905639,136.553597827716,2415.5640956555,yes,136.22231472161
65,95.4541588105107,44.6769861952855,A,II,95.8550646854517,1014.09694328447,102.922940789285,65,437082.238536587,437082238.536587,no,None,95.7856821826473,680.468927249827,50.0446399807755,94.7573697927839,2997.36380592808,no,136.514180566403
66,136.050852640883,43.7893664613319,B,I,102.5680276098,929.932927466921,102.262207413984,66,810545.226447977,810545226.447977,yes,minor,96.7154928859182,733.58138143991,52.919703822923,136.797831087915,2920.3188575208,no,136.441586853595
67,116.716962395041,41.594157162236,A,I,100.399351796386,944.35403825732,96.4697853658282,67,596640.013728739,596640013.728739,no,None,99.2602632627781,707.666852899732,48.2588445208068,115.703626429525,2729.4231718018,no,140.229319225263
68,130.770121973952,45.7872238527126,A,III,96.0785675282726,831.235168921772,94.3584418999898,68,813010.380806298,813010380.806298,no,None,95.5181218676336,655.642955690312,50.0467349218803,128.905143474817,3096.68360887666,yes,118.412136088363
69,128.414571365813,41.5176396595378,B,II,101.751687380582,1079.055115693,103.948046927008,69,684646.75078347,684646750.78347,yes,minor,98.031685511872,743.094032480111,48.4368966720573,126.774324005138,2722.48560437745,yes,128.246696404688
